	answer	class
10	"Dobré jméno je u zapsané ochranné známky vyjádřením toho, že veřejnost tuto ochrannou známku v důsledku jejího užívání zná a spojuje ji s dobrými vlastnostmi, které od výrobků nebo služeb takto označených očekává. To, že je ochranná známka známá široké veřejnosti, že je spojována v podvědomí spotřebitelů s tradičně dobrými vlastnostmi výrobků nebo úrovní poskytovaných služeb, jsou skutečnosti, ze kterých vyplývá, že ochranná známka má dobré jméno. 

Vybudovat si dobré jméno lze jen řádným užíváním ochranné známky v souvislosti s výrobky nebo službami, na které se zápis ochranné známky vztahuje. Protože jde o vlastnost ochranné známky, kterou jí připisují spotřebitelé, není neměnná v čase, a je nutno ji prokazovat v každém dalším řízení.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	10
11	"Všeobecně známou známkou je takové označení, které svou ochranu získalo nikoliv zápisem do rejstříku ochranných známek, ale získáním všeobecné známosti v důsledku svého užívání. Je to známka natolik silná, že se vžila pro výrobky nebo služby svého vlastníka v příslušném okruhu veřejnosti natolik, že má rozlišovací způsobilost, a to i přesto, že nebyla formálně zapsána do rejstříku ochranných známek. Tuto skutečnost je rovněž třeba prokazovat vždy v konkrétním řízení. Jedná se o známku nezapsanou pro území státu, ve kterém je namítána, bez ohledu na to, zda je či není zapsána v jiném státě.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	11
12	"Místní dosah nelze vykládat pouze ve smyslu územním, tedy jako geografickou oblast kde bylo označení užíváno, ale hlavně ve smyslu rozsahu užívání nezapsaného či jiného označení v obchodním styku, co do jeho kvantity a kvality. Jedná se například o podíl výrobků nebo služeb opatřených nezapsaným či jiným označením v daném segmentu trhu, o délku i aktivitu působení na trhu, nebo o celkové ekonomické postavení nezapsaného či jiného označení na trhu. Překonání místního dosahu lze konstatovat na základě relevantních dokladů předložených v dostatečném množství.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	12
13	"Okruh osob oprávněných podat připomínky k zápisu přihlašovaného označení do rejstříku ochranných známek není zákonem nijak omezen. Může je tedy podat kdokoliv.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	13
14	"Každý může do konce lhůty pro podání námitek podat Úřadu připomínky založené na důvodech dle ustanovení 4 Zákona o ochranných známkách. K připomínkám Úřad přihlédne při rozhodování o zápisu ochranné známky do rejstříku. Osoba, která podala připomínky, se nestává účastníkem řízení o přihlášce před Úřadem.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	14
15	"Podle sazebníku správních poplatků, který je přílohou Zákona o správních poplatcích, ve znění pozdějších předpisů, je podání námitek zpoplatněno částkou ve výši 1000 Kč.
Podání připomínek není zpoplatněno.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	15
16	"Námitky včetně důkazů se podávají ve dvojím vyhotovení a obsahují:

    údaje o totožnosti osoby, jež podala námitky, případně plnou moc, je-li namítající zastoupen;
    údaje o přihlášce, proti níž námitky směřují;
    označení výrobků  nebo služeb, jichž se námitky týkají, nebo údaj, že se týkají všech výrobků nebo služeb uvedených v přihlášce;
    věcné odůvodnění námitek;
    čeho se namítající domáhá;
    podpis.

Pro podání námitek je možné použít formulář Úřadu, kde jsou všechny náležitosti uvedeny. Použití formuláře Úřadu není povinné. Formulář lze nalézt zde: https://upv.gov.cz/prumyslova-prava/formulare. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "	16
17	"Připomínky k přihlášce ochranné známky obsahují:

    jméno a příjmení, adresu místa trvalého pobytu;
    údaje o čísle spisu přihlášky včetně údajů o totožnosti přihlašovatele;
    věcné odůvodnění připomínek;
    podpis.

Pro podání připomínek je možné použít formulář Úřadu, kde jsou všechny náležitosti uvedeny. Použití formuláře Úřadu není povinné . Formulář lze nalézt zde https://upv.gov.cz/prumyslova-prava/formulare. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	17
18	"Existují dvě možnosti jak docílit ukončení zápisu ochranné známky v rejstříku. Zapsanou ochrannou známku lze zrušit na návrh podaný podle ustanovení 31 zákona Zákona o ochranných známkách, nebo prohlásit za neplatnou na základě návrhu uplatněného podle ustanovení 32 téhož zákona.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	18
19	"Zrušení ochranné známky a neplatnost ochranné známky se uplatňují až po zápisu ochranné známky do rejstříku. Mají však rozdílné možnosti uplatnění, zdůvodnění a především účinky. Návrh na zrušení ochranné známky je možno vznést proti ochranné známce, která není řádně užívána, stala se označením v obchodě obvyklým, její užívání může vést ke klamání veřejnosti nebo je na základě soudního rozhodnutí její užití nedovoleným soutěžním jednáním. Ochranná známka pozbývá své účinky až po nabytí právní moci rozhodnutí o jejím zrušení.

Návrh na prohlášení ochranné známky za neplatnou se podává z důvodů vymezených ustanovením 32 Zákona o ochranných známkách. Návrh lze uplatnit na základě údajného zápisu ochranné známky v rozporu s ustanovením 4 nebo 6 zmíněného zákona. Návrh může případně vznést osoba uvedená v ustanovení 7 téhož zákona, které vymezuje důvody podání námitek proti zápisu přihlášky ochranné známky do rejstříku. Prohlášení ochranné známky za neplatnou znamená, že se na takovou ochrannou známku hledí, jako by nikdy nebyla zapsána.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	19
20	"Řádné užívání znamená, že je ochranná známka užívána veřejně a plní svou rozlišovací funkci. Rozumí se tím užívání ochranné známky v souladu s její základní funkcí, kterou je zaručit identitu původu výrobků nebo služeb, pro něž je zapsána. Při prokazování užívání Úřad posoudí zejména rozsah a frekvenci užívání ochranné známky se zohledněním povahy výrobků nebo služeb a současně charakteristiky trhu, na kterém se vyskytují. 

Důkazem takového užívání mohou být objednávky, faktury, dodací listy, katalogy, nabídkové listy, letáky či jiné reklamní materiály, mediální prezentace, doklady o sponzoringu mediálně sledovaných událostí. Za řádné užívání nelze pokládat pouhé symbolické užívání, za účelem udržet práva z napadené ochranné známky bez skutečného úmyslu napadenou ochrannou známku v obchodním styku užívat.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	20
21	"Patentové knihovny, mezi které patří Úřad a regionální centra patentových informací, poskytují ke studiu patentovou literaturu, tedy plné texty nebo části textů národních a zahraničních udělených patentů, zveřejněných patentových přihlášek, zapsaných užitných a průmyslových vzorů, a také doprovodnou literaturu, tedy patentové a známkové věstníky a třídníky. 

V současnosti jsou informace tohoto druhu k dispozici především v elektronické podobě prostřednictvím volně dostupných rešeršních databází. Knihovny nabízejí také provádění patentových a známkových rešerší a přístupy do specializovaných komerčních databází.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Regionální centra patentových informací zde: https://upv.gov.cz/informacni-zdroje/instituce/tuzemske#patlib."	21
22	"Rešerši lze získat na základě objednávky, kterou zašlete poštou na adresu Úřad průmyslového vlastnictví, Odbor patentových informací, Antonína Čermáka 2a, Praha 6, e-mailem na adresu objednavky@upv.gov.cz, nebo do datové schránky: ix6aa38. Objednávku lze také podat osobně na podatelně Úřadu. Je možné požádat o rešerši na vynálezy a užitné vzory, na ochranné známky, či na průmyslové vzory. 

Informace o poplatcích za rešerše lze najít zde: https://upv.gov.cz/sluzby/informacni-sluzby/cenik-sluzeb

Více na https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby."	22
23	"Na webových stránkách Úřadu je k dispozici volně přístupná národní databáze ochranných známek, která obsahuje ochranné známky platné v ČR. K provádění známkových rešerší je možné využít také zahraničních databází.

Více na https://upv.gov.cz/informacni-zdroje/narodni-databaze. Národní databáze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. Zahraniční databáze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-"	23
24	"Národní známková databáze obsahuje ochranné známky přihlášené u Úřadu průmyslové vlastnictví ČR, mezinárodní ochranné známky s designací pro ČR a EU a ochranné známky Evropské unie. Databáze je aktualizována denně. 

Databáze obsahuje bibliografická data o ochranných známkách a jejich přihláškách, seznam výrobků a služeb, informace o právním stavu, přehled položek řízení, výpis z rejstříku Úřadu, informace o převodech a změnách vlastníků či údaje o publikaci ve Věstníku Úřadu.

Více na https://upv.gov.cz/informacni-zdroje. Národní známková databáze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm"	24
25	"Informace o aktuálním právním stavu na území ČR lze získat zdarma v databázích na stránkách Úřadu nebo požádáním o rešerši na právní stav - jedná se o placenou službu. V případě průmyslových práv přihlašovaných v zahraničí lze některé informace nalézt ve volně dostupných databázích příslušných národních úřadů. Odkazy na zahraniční databáze najdete v detailnějším přehledu databází k jednotlivým průmyslovým právům na webu Úřadu. Závazné informace o právním stavu poskytují příslušné národní patentové a známkové úřady.

Úřad na základě žádosti poskytuje oficiální výpisy z jím vedených rejstříků patentů, užitných vzorů, průmyslových vzorů, ochranných známek a označení původu (zeměpisných označení). Vydání stejnopisu, opisu, výpisu z rejstříku, spisů, úředních listin a záznamů je za každou i započatou stránku zpoplatněno dle Zákona o správních poplatcích částkou 100 Kč.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://upv.gov.cz/informacni-zdroje. Zahraniční databáze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-. Rešeršní služby zde https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Národní patentové a známkové úřady zde: https://upv.gov.cz/informacni-zdroje/instituce/zahranicni"	25
26	"Rešerši v databázi ochranných známek platných v České republice lze provést samostatně a zdarma na webových stránkách Úřadu. Po otevření databáze zadáte dotaz do příslušného vyhledávacího pole. Vyhledávat lze podle čísla přihlášky, čísla zápisu, znění ochranné známky, vlastníka nebo přihlašovatele a dalších údajů. Příklady vyhledávání pro jednotlivá vyhledávací pole lze nalézt v nápovědě. 

Kliknutím na ikonu lupy se zobrazí detailní výpis ochranné známky. Výpis obsahuje bibliografická data o ochranných známkách, seznam výrobků a služeb, informace o právním stavu, přehled položek řízení, výpis z rejstříku Úřadu, informace o převodech a změnách vlastníků, údaje o publikaci ve Věstníku Úřadu.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"	26
27	"Před podáním přihlášky každého průmyslového práva (ochranná známka, vynález, užitný či průmyslový vzor, zeměpisné označení či označení původu) je vhodné si ověřit, zda předmět průmyslového práva již není registrován na jiného vlastníka či majitele, tak aby firma předešla případným právním sporům při jeho užití a aby energie a finanční prostředky vynaložila účelně.

Rešerše je vhodné provést vždy před zahájením nového výrobního programu či projektu, jehož výsledkem bude inovace stávajícího výrobku či nastavení dalšího směřování vývoje firmy. Na základě výsledku rešerše je možné se rozhodnout, zda není vhodnější uzavřít licenční smlouvu na předmětné průmyslové právo a ověřit si jeho platnost.

Dále je vhodné provést rešerši před zahájením nového výzkumu, a to pak i v jeho průběhu, aby měl zadavatel k dispozici nejnovější informace v dané oblasti.

Provedení rešerše může firmě pomoci i v případě, že bude upozorněna, že porušuje právo jiného subjektu nebo také ke zjištění, jakým směrem se ubírá její konkurence.

Úřad průmyslového vlastnictví v rámci zvyšování konkurenceschopnosti českých firem nabízí monitoring stavu techniky - pravidelné zasílání nových patentů z určité oblasti techniky. 

Rešeršní služby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"	27
28	"Zápis ochranné známky platí 10 let ode dne podání přihlášky. Pokud vlastník ochranné známky nepožádá o obnovu zápisu, ochranná známka zanikne. Úřad informuje vlastníka ochranné známky o dni uplynutí doby platnosti zápisu, a to nejpozději 6 měsíců před tímto dnem.

Zápis ochranné známky se na žádost jejího vlastníka obnoví, a to vždy na dalších 10 let. Žádost o obnovu zápisu ochranné známky se podává nejdříve ve lhůtě 12 měsíců před skončením doby platnosti, avšak nejpozději v den skončení doby platnosti. Lhůtu k podání žádosti o obnovu zápisu nelze prodloužit a její zmeškání nelze prominout. Žádost o obnovu zápisu lze podat nejpozději v dodatečné lhůtě 6 měsíců po uplynutí doby platnosti. 

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Formulář žádosti o obnovu nebo prodloužení platnosti lze získat zde: https://upv.gov.cz/prumyslova-prava/formulare"	28
29	"Přihlášku ochranné známky je možné podat v elektronické podobě, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví na příslušném formuláři, který rovněž obsahuje podrobné pokyny pro jeho vyplňování, včetně způsobu placení správního poplatku. Při zasílání přihlášky elektronickou cestou je důležité seznámit se s formáty jednotlivých druhů ochranných známek, které jsou Úřadem akceptovány.

Žádost o mezinárodní zápis ochranné známky lze podat současně s národní přihláškou nebo i po jejím zápisu do rejstříku. Formulář a další informace můžete také obdržet v informačním středisku Úřadu.

Formuláře je možné stáhnout zde: https://upv.gov.cz/prumyslova-prava/formulare. Informační středisko Úřadu zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko"	29
30	"Přihlašovací správní poplatek v případě národní přihlášky ochranné známky činí 5.000 Kč pro 3 třídy výrobků a služeb, pro každou další třídu dalších 500 Kč. 

V případě žádosti o mezinárodní zápis ochranné známky činí správní poplatek pro řízení před Úřadem 2.500 Kč. 

Správní poplatky je možné uhradit převodem z účtu na účet Úřadu (3711-21526001/0710), složenkou nebo v hotovosti v pokladně Úřadu. Kolkovými známkami lze uhradit správní poplatek jen do výše 5.000 Kč.

Třídníky zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky. Informace o mezinárodních ochranných známkách zde: https://upv.gov.cz/prumyslova-prava/ochranne-znamky/mezinarodni-ochranna-znamka. Informační středisko úřadu zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko"	30
31	"Každá ochranná známka musí být vždy registrována pro určité výrobky a služby včetně uvedení příslušných tříd už při podání přihlášky ochranné známky. K tomuto účelu slouží třídník ochranných známek. V současné době existuje 34 tříd výrobků a 11 tříd služeb. Pro vyhledání správné třídy určitého výrobku či služby, případně pro ověření, zda je možné určitý výraz použít, doporučujeme použít databázi TMclass.

Třídník zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, TMclass zde: https://euipo.europa.eu/ec2/"	31
32	"Vlastník ochranné známky je oprávněn používat spolu s ochrannou známkou symbol ®. Záleží tedy na Vás, zda u své zapsané ochranné známky tento symbol budete uvádět. Rovněž u ochranné známky Evropské unie může být jako doklad o jejím zápisu uveden symbol ® společně s jejím číslem. Užívání a umístění ® zákon nijak neupravuje. Použití u ochranné známky, která ještě není zapsána do rejstříku, však může být posuzováno jako klamavá reklama apod. V některých zemích se dokonce může jednat o trestný čin.

TM (™) je jiná jazyková varianta symbolu ® pro zapsanou ochrannou známku. Užívá se v různých částech světa, u nás není obvyklá.
Symbol © je svázán s autorským právem (copyright). Problematiku autorského práva má ve své gesci Ministerstvo kultury.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."	32
33	"Oceňování průmyslových práv nespadá do kompetence Úřadu průmyslového vlastnictví. Tuto činnost provádějí soudní znalci z oboru průmyslových práv. Rejstřík soudních znalců vede každý soud, informace lze rovněž získat na internetových stránkách ministerstva spravedlnosti ČR pod heslem Evidence znalců, tlumočníků a znaleckých ústavů. Zde je možno vyhledat konkrétního znalce z požadované zeměpisné oblasti ČR.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Ministerstvo spravedlnosti zde: https://www.justice.cz/"	33
34	"Po přijetí žádosti o zápis převodu Úřad bez zbytečného odkladu uvědomí smluvní strany převodu o zahájení řízení o zápisu převodu. Poté Úřad vyčká přiměřenou dobu (obvykle 1 měsíc) a když neobdrží relevantní výtku týkající se převodu (zejména od druhé smluvní strany převodu, která neiniciovala řízení)  je převod zaregistrován.

Kromě splnění zákonné povinnosti přistoupil Úřad k této praxi též s ohledem na upevnění právní jistoty obou zúčastněných stran převodu. Důvodem byla též snaha zamezit spekulativním převodům a chránit tak oprávněné zájmy vlastníků průmyslových práv.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	34
35	"K žádostem o zápis převodu, licence či zástavy se přikládají převodní smlouva, licenční smlouva či zástavní smlouva, případně plná moc. Pouze u ochranných známek je místo převodní smlouvy možno přiložit formulář Potvrzení o převodu. Doklady se předkládají i při písemném podání v jednom vyhotovení a to v originálu či v ověřené kopii. Podpisy na dokladech nemusí být ověřeny. 

Pokud je žádost podána elektronicky se zaručeným elektronickým podpisem nebo prostřednictvím datové schránky a k této žádosti je připojena převodní, licenční či zástavní smlouva, případně plná moc, musí být u přiloženého dokladu provedena autorizovaná konverze do elektronické podoby. Potom má tento dokument stejné právní účinky jako původní konvertovaný dokument a není třeba zasílat Úřadu ještě jeho písemný originál či ověřenou kopii. Pokud není autorizovaná konverze do elektronické podoby provedena, je doklad považován za kopii a podatel žádosti je povinen dodat Úřadu ještě originál či ověřenou kopii tohoto dokladu v papírové podobě.

Pokud Evropský patentový úřad provede u evropského patentu v evropském patentovém rejstříku pro účely dalšího řízení před Evropským patentovým úřadem (podání odporu) zápis nového nebo změněného údaje (například změnu, převod, přechod, licenci, zástavní právo apod.) s účinností po datu oznámení o udělení evropského patentu v Evropském patentovém věstníku, tento zápis se provede v českém rejstříku evropských patentů teprve na základě projevu vůle (žádosti) oprávněné osoby. 

Na žádost se pohlíží obdobně, jako na žádost podanou k národním patentům. V případě, že je žádost zpoplatněna dle zákona o správních poplatcích, vyžaduje se k provedení zápisu do rejstříku úhrada správního poplatku. K provedení tohoto zápisu do rejstříku Úřad požaduje projev vůle (žádost) oprávněné osoby doložený fotokopií sdělení Evropského patentového úřadu o registraci změny (EPO form 2544) – v tomto případě tedy není vyžadován originál smlouvy.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Formuláře zde: https://upv.gov.cz/prumyslova-prava/formulare"	35
