	answer	class
20	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.	7
21	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. 	7
22	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. 	7
23	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. 	7
24	Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.	8
25	Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.	8
26	Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.	8
27	Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.	8
28	Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.	8
29	Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.	8
30	Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.	8
31	Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.	8
32	Úřad průmyslového vlastnictví v souladu s právními předpisy vydává Věstník. Od roku 2007 je věstník vydáván s týdenní periodicitou pouze v elektronické podobě. Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, to jest o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	9
33	Od roku 2007 je věstník vydáván s týdenní periodicitou pouze v elektronické podobě. 	10
34	Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, to jest o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	11
35	Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, to jest o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	11
36	Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, to jest o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	11
37	Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, to jest o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	11
38	Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, to jest o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	11
39	Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, to jest o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	11
40	Věstník naleznete zde. 	12
41	Úřad průmyslového vlastnictví na svých stránkách uvádí znění a výňatky znění právních předpisů národních, mezinárodních i právních předpisů týkajících se ochrany průmyslového vlastnictví v České republice na úrovni Evropské unie. Nejdůležitější právní předpisy, který se týkají poplatků při řízení před Úřadem průmyslového vlastnictví naleznete zde.	13
42	Úřad průmyslového vlastnictví na svých stránkách uvádí znění a výňatky znění právních předpisů národních, mezinárodních i právních předpisů týkajících se ochrany průmyslového vlastnictví v České republice na úrovni Evropské unie. Nejdůležitější právní předpisy, který se týkají poplatků při řízení před Úřadem průmyslového vlastnictví naleznete zde.	14
43	Úřad průmyslového vlastnictví na svých stránkách uvádí znění a výňatky znění právních předpisů národních, mezinárodních i právních předpisů týkajících se ochrany průmyslového vlastnictví v České republice na úrovni Evropské unie. Nejdůležitější právní předpisy, který se týkají poplatků při řízení před Úřadem průmyslového vlastnictví naleznete zde.	14
44	Úřad průmyslového vlastnictví na svých stránkách uvádí znění a výňatky znění právních předpisů národních, mezinárodních i právních předpisů týkajících se ochrany průmyslového vlastnictví v České republice na úrovni Evropské unie. Nejdůležitější právní předpisy, který se týkají poplatků při řízení před Úřadem průmyslového vlastnictví naleznete zde.	14
45	Úřad průmyslového vlastnictví na svých stránkách uvádí znění a výňatky znění právních předpisů národních, mezinárodních i právních předpisů týkajících se ochrany průmyslového vlastnictví v České republice na úrovni Evropské unie. Nejdůležitější právní předpisy, který se týkají poplatků při řízení před Úřadem průmyslového vlastnictví naleznete zde.	14
46	Úřad průmyslového vlastnictví na svých stránkách uvádí znění a výňatky znění právních předpisů národních, mezinárodních i právních předpisů týkajících se ochrany průmyslového vlastnictví v České republice na úrovni Evropské unie. Nejdůležitější právní předpisy, který se týkají poplatků při řízení před Úřadem průmyslového vlastnictví naleznete zde.	14
47	Úřad průmyslového vlastnictví na svých stránkách uvádí znění a výňatky znění právních předpisů národních, mezinárodních i právních předpisů týkajících se ochrany průmyslového vlastnictví v České republice na úrovni Evropské unie. Nejdůležitější právní předpisy, který se týkají poplatků při řízení před Úřadem průmyslového vlastnictví naleznete zde.	14
48	Úřad průmyslového vlastnictví na svých stránkách uvádí znění a výňatky znění právních předpisů národních, mezinárodních i právních předpisů týkajících se ochrany průmyslového vlastnictví v České republice na úrovni Evropské unie. Nejdůležitější právní předpisy, který se týkají poplatků při řízení před Úřadem průmyslového vlastnictví naleznete zde.	14
49	Úřad průmyslového vlastnictví na svých stránkách uvádí znění a výňatky znění právních předpisů národních, mezinárodních i právních předpisů týkajících se ochrany průmyslového vlastnictví v České republice na úrovni Evropské unie. Nejdůležitější právní předpisy, který se týkají poplatků při řízení před Úřadem průmyslového vlastnictví naleznete zde.	14
50	Úřad průmyslového vlastnictví na svých stránkách uvádí znění a výňatky znění právních předpisů národních, mezinárodních i právních předpisů týkajících se ochrany průmyslového vlastnictví v České republice na úrovni Evropské unie. Nejdůležitější právní předpisy, který se týkají poplatků při řízení před Úřadem průmyslového vlastnictví naleznete zde.	14
51	Úřad průmyslového vlastnictví na svých stránkách uvádí znění a výňatky znění právních předpisů národních, mezinárodních i právních předpisů týkajících se ochrany průmyslového vlastnictví v České republice na úrovni Evropské unie. Nejdůležitější právní předpisy, který se týkají poplatků při řízení před Úřadem průmyslového vlastnictví naleznete zde.	14
52	Základní kontakty naleznete na stránkách Úřadu zde. Pokud hledáte všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší, můžete kontaktovat informační středisko nebo helpdesk. Úřad na svých stránkách uvádí rovněž informace o provozu podatelny a o podmínkách přijímání dokumentů.	15
53	Základní kontakty naleznete na stránkách Úřadu zde. Pokud hledáte všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší, můžete kontaktovat informační středisko nebo helpdesk. Úřad na svých stránkách uvádí rovněž informace o provozu podatelny a o podmínkách přijímání dokumentů.	15
54	Základní kontakty naleznete na stránkách Úřadu zde. Pokud hledáte všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší, můžete kontaktovat informační středisko nebo helpdesk. Úřad na svých stránkách uvádí rovněž informace o provozu podatelny a o podmínkách přijímání dokumentů.	15
55	Základní kontakty naleznete na stránkách Úřadu zde. Pokud hledáte všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší, můžete kontaktovat informační středisko nebo helpdesk. Úřad na svých stránkách uvádí rovněž informace o provozu podatelny a o podmínkách přijímání dokumentů.	15
56	Základní kontakty naleznete na stránkách Úřadu zde. Pokud hledáte všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší, můžete kontaktovat informační středisko nebo helpdesk. Úřad na svých stránkách uvádí rovněž informace o provozu podatelny a o podmínkách přijímání dokumentů.	15
57	Základní kontakty naleznete na stránkách Úřadu zde. Pokud hledáte všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší, můžete kontaktovat informační středisko nebo helpdesk. Úřad na svých stránkách uvádí rovněž informace o provozu podatelny a o podmínkách přijímání dokumentů.	15
58	Základní kontakty naleznete na stránkách Úřadu zde. Pokud hledáte všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší, můžete kontaktovat informační středisko nebo helpdesk. Úřad na svých stránkách uvádí rovněž informace o provozu podatelny a o podmínkách přijímání dokumentů.	15
59	Základní kontakty naleznete na stránkách Úřadu zde. Pokud hledáte všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší, můžete kontaktovat informační středisko nebo helpdesk. Úřad na svých stránkách uvádí rovněž informace o provozu podatelny a o podmínkách přijímání dokumentů.	15
60	Základní kontakty naleznete na stránkách Úřadu zde. Pokud hledáte všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší, můžete kontaktovat informační středisko nebo helpdesk. Úřad na svých stránkách uvádí rovněž informace o provozu podatelny a o podmínkách přijímání dokumentů.	15
61	Základní kontakty naleznete na stránkách Úřadu zde. Pokud hledáte všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší, můžete kontaktovat informační středisko nebo helpdesk. Úřad na svých stránkách uvádí rovněž informace o provozu podatelny a o podmínkách přijímání dokumentů.	15
62	Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a  České advokátní komory. Zaměstnanci Úřadu průmyslového vlastnictví poskytují všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší. Kontaktovat můžete informační středisko nebo helpdesk.	16
63	Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a  České advokátní komory. Zaměstnanci Úřadu průmyslového vlastnictví poskytují všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší. Kontaktovat můžete informační středisko nebo helpdesk.	16
64	Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a  České advokátní komory. Zaměstnanci Úřadu průmyslového vlastnictví poskytují všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší. Kontaktovat můžete informační středisko nebo helpdesk.	16
65	Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a  České advokátní komory. Zaměstnanci Úřadu průmyslového vlastnictví poskytují všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší. Kontaktovat můžete informační středisko nebo helpdesk.	16
66	Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a  České advokátní komory. Zaměstnanci Úřadu průmyslového vlastnictví poskytují všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší. Kontaktovat můžete informační středisko nebo helpdesk.	16
67	Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a  České advokátní komory. Zaměstnanci Úřadu průmyslového vlastnictví poskytují všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší. Kontaktovat můžete informační středisko nebo helpdesk.	16
68	Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a  České advokátní komory. Zaměstnanci Úřadu průmyslového vlastnictví poskytují všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší. Kontaktovat můžete informační středisko nebo helpdesk.	16
69	Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a  České advokátní komory. Zaměstnanci Úřadu průmyslového vlastnictví poskytují všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší. Kontaktovat můžete informační středisko nebo helpdesk.	16
70	Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a  České advokátní komory. Zaměstnanci Úřadu průmyslového vlastnictví poskytují všeobecné informace o jednotlivých institutech průmyslového práva, formálních požadavcích na přihlášky či okolnostech řízení o těchto přihláškách, o správních poplatcích a provádění rešerší. Kontaktovat můžete informační středisko nebo helpdesk.	16
71	Poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, to jest bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek za udržování patentu v platnosti se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu.	17
72	Poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, to jest bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek za udržování patentu v platnosti se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu.	17
73	Poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, to jest bez vyzvání Úřadu, po jednotlivých letech, vždy před uplynutím předchozího roku platnosti patentu.  Udržovací poplatek za udržování patentu v platnosti se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu.	17
74	Udržovací poplatek za udržování patentu v platnosti se platí bez podání žádosti. Postačí pouze uhradit správnou výši udržovacího poplatku daného roku na účet Úřadu. Jako variabilní symbol se užívá číslo patentu.	18
75	Dobu platnosti zápisu užitného vzoru lze prodloužit dvakrát o 3 roky až na celkovou dobu 10 let od data podání přihlášky užitného vzoru. Spolu s uhrazením správního poplatku za prodloužení platnosti zápisu užitného vzoru je třeba ve stanovené lhůtě podat i žádost o obnovu/prodloužení platnosti. Žádost o obnovu doby ochrany průmyslového vzoru lze podat během posledního roku příslušného pětiletého období.	19
76	Dobu platnosti zápisu užitného vzoru lze prodloužit dvakrát o 3 roky až na celkovou dobu 10 let od data podání přihlášky užitného vzoru. Spolu s uhrazením správního poplatku za prodloužení platnosti zápisu užitného vzoru je třeba ve stanovené lhůtě podat i žádost o obnovu/prodloužení platnosti. Žádost o obnovu doby ochrany průmyslového vzoru lze podat během posledního roku příslušného pětiletého období.	19
77	 Žádost o obnovu doby ochrany průmyslového vzoru lze podat během posledního roku příslušného pětiletého období. Podání žádosti o obnovu doby ochrany zapsaného průmyslového vzoru je zpoplatněno. 	20
78	 Žádost o obnovu doby ochrany průmyslového vzoru lze podat během posledního roku příslušného pětiletého období. Podání žádosti o obnovu doby ochrany zapsaného průmyslového vzoru je zpoplatněno. 	20
79	 Žádost o obnovu doby ochrany průmyslového vzoru lze podat během posledního roku příslušného pětiletého období. Podání žádosti o obnovu doby ochrany zapsaného průmyslového vzoru je zpoplatněno. 	20
80	 Žádost o obnovu doby ochrany průmyslového vzoru lze podat během posledního roku příslušného pětiletého období. Podání žádosti o obnovu doby ochrany zapsaného průmyslového vzoru je zpoplatněno. 	20
81	Platnost zápisu ochranné známky lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky podané v zákonné lhůtě. Podání žádosti je zpoplatněno.	21
82	Platnost zápisu ochranné známky lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky podané v zákonné lhůtě. Podání žádosti je zpoplatněno.	21
83	Platnost zápisu ochranné známky lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky podané v zákonné lhůtě. Podání žádosti je zpoplatněno.	21
84	Platnost zápisu ochranné známky lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky podané v zákonné lhůtě. Podání žádosti je zpoplatněno.	21
85	Převod, tedy změna přihlašovatele přihlášky či majitele průmyslového práva, je možná kdykoliv, a to na základě podání žádosti, nejlépe pak s využitím formuláře a úhrady správního poplatku ve výši šest set korun českých. K žádosti je nutné přiložit Smlouvu o převodu. Více informací naleznete rovněž v sekci nejčastějších dotazů.	22
86	Převod, tedy změna přihlašovatele přihlášky či majitele průmyslového práva, je možná kdykoliv, a to na základě podání žádosti, nejlépe pak s využitím formuláře a úhrady správního poplatku ve výši šest set korun českých. K žádosti je nutné přiložit Smlouvu o převodu. Více informací naleznete rovněž v sekci nejčastějších dotazů.	22
87	Převod, tedy změna přihlašovatele přihlášky či majitele průmyslového práva, je možná kdykoliv, a to na základě podání žádosti, nejlépe pak s využitím formuláře a úhrady správního poplatku ve výši šest set korun českých. K žádosti je nutné přiložit Smlouvu o převodu. Více informací naleznete rovněž v sekci nejčastějších dotazů.	22
88	Převod, tedy změna přihlašovatele přihlášky či majitele průmyslového práva, je možná kdykoliv, a to na základě podání žádosti, nejlépe pak s využitím formuláře a úhrady správního poplatku ve výši šest set korun českých. K žádosti je nutné přiložit Smlouvu o převodu. Více informací naleznete rovněž v sekci nejčastějších dotazů.	22
89	Převod, tedy změna přihlašovatele přihlášky či majitele průmyslového práva, je možná kdykoliv, a to na základě podání žádosti, nejlépe pak s využitím formuláře a úhrady správního poplatku ve výši šest set korun českých. K žádosti je nutné přiložit Smlouvu o převodu. Více informací naleznete rovněž v sekci nejčastějších dotazů.	22
90	Převod, tedy změna přihlašovatele přihlášky či majitele průmyslového práva, je možná kdykoliv, a to na základě podání žádosti, nejlépe pak s využitím formuláře a úhrady správního poplatku ve výši šest set korun českých.	23
91	Převod, tedy změna přihlašovatele přihlášky či majitele průmyslového práva, je možná kdykoliv, a to na základě podání žádosti, nejlépe pak s využitím formuláře a úhrady správního poplatku ve výši šest set korun českých.	23
92	Při přechodu práva dochází k nabytí na základě právních skutečností, které nejsou projevem vůle, to jest na základě zákona, rozhodnutím státního orgánu či děděním. Samotný přechod práva není zpoplatněn. Převod, případně přechod, je účinný vůči třetím osobám až zápisem do rejstříku.	23
93	Při přechodu práva dochází k nabytí na základě právních skutečností, které nejsou projevem vůle, to jest na základě zákona, rozhodnutím státního orgánu či děděním. Samotný přechod práva není zpoplatněn. Převod, případně přechod, je účinný vůči třetím osobám až zápisem do rejstříku.	23
94	Převod práva, případně přechod, je účinný vůči třetím osobám až zápisem do rejstříku.	24
95	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, například vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno.	25
96	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, například vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno.	25
97	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, například vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno.	25
98	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, například vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno.	25
