	question	class
157	podava se k obnove patentu zadost?	7
158	jak udrzet uzitny vzor v platnosti?	7
159	jak udrzovat uzitny vzor v platnosti?	7
160	jak prodlouzit uzitny vzor?	7
161	jak obnovit uzitny vzor?	7
162	poplatky za udrzovani uzitneho vzoru v platnosti	7
163	poplatek za udrzovani uzitneho vzoru v platnosti	7
164	podava se k prodlouzeni uzitneho vzoru zadost?	7
165	podava se k obnove uzitneho vzoru zadost?	7
166	jak udrzet prumyslovy vzor v platnosti?	7
167	jak udrzovat prumyslovy vzor v platnosti?	7
168	jak prodlouzit prumyslovy vzor?	7
169	jak obnovit prumyslovy vzor?	7
170	poplatky za udrzovani prumysloveho vzoru v platnosti	7
171	poplatek za udrzovani prumysloveho vzoru v platnosti	7
172	podava se k prodlouzeni prumysloveho vzoru zadost?	7
173	podava se k obnove prumysloveho vzoru zadost?	7
174	jak udrzet ochrannou znamku v platnosti?	7
175	jak udrzovat ochrannou znamku v platnosti?	7
176	jak prodlouzit ochrannou znamku?	7
177	jak obnovit ochrannou znamku?	7
178	poplatky za udrzovani ochranne znamky v platnosti	7
179	poplatek za udrzovani ochranne znamky v platnosti	7
180	podava se k prodlouzeni ochranne znamky zadost?	7
181	podava se k obnove ochranne znamky zadost?	7
182	kde najdu informace k prodlouzeni platnosti?	7
183	kde najdu informace k obnove platnosti?	7
184	kdy se hradi udrzovaci poplatek patentu?	7
185	jak se prodluzuje platnost zapisu ochranne znamky?	7
186	je mozne zmenit prihlasovatele prihlasky nebo majitele prumysloveho prava?	8
187	jaky je postup pro zmenu prihlasovatele prihlasky nebo majitele prumysloveho prava?	8
188	co je potreba k zadosti o zmenu prihlasovatele prihlasky nebo majitele prumysloveho prava?	8
189	poplatek spojeny s prevodem prumysloveho prava?	8
190	jaka je vyse poplatku za zmenu prihlasovatele prihlasky nebo majitele prumysloveho prava?	8
191	jaky je poplatek za zmenu prihlasovatele prihlasky nebo majitele prumysloveho prava?	8
192	muze dojit k nabyti prava na zaklade jinych skutecnosti nez projevu vule?	8
193	je prechod prava zpoplatnen?	8
194	jak zmenit prihlasovatele prumysloveho prava?	8
195	jak zmenit majitele prumysloveho prava?	8
196	kdy je prevod prava ucinnym?	8
197	je potreba pro prevod prava nejaky formular?	8
198	je podava se pro prevod prava nejaky formular?	8
199	co je licence?	9
200	jak je mozne ziskat licenci?	9
201	co se predklada k zadosti o zapis licence?	9
202	co je treba prilozit k zadosti o zapis licence?	9
203	kolik stoji zapis licence?	9
204	poplatek za zapis licence?	9
205	jaky je postup pri zadosti o zapis licence?	9
206	co je prohlaseni o nabidce licence?	9
207	co znamena prohlaseni o nabidce licence?	9
208	prohlaseni o nabidce licence	9
209	kdo ma pravo nahlizet do spisu?	10
210	jak nahlizet do spisu?	10
211	jak nahlednout do spisu?	10
212	co je duvodem pro nahlednuti do spisu?	10
213	jaky je postup pro nahlizeni do spisu?	10
214	kdo muze nahlizet do spisu?	10
215	kdo je opravnen nahlizet do spisu?	10
216	zadost o nahlizeni do spisu	10
217	nahlizeni do spisu	10
218	jak postupovat pri nahlizeni do spisu?	10
219	jak pozadat o vypis.	11
220	co uvest v zadosti o vypis z rejstriku?	11
221	jak pozadat o opis?	11
222	jaky je rozdil mezi aktualnim a uplnym vypisem?	11
223	jaky je poplatek za vypis a opis?	11
224	kdo muze pozadat o opis listiny?	11
225	co obsahuje opis?	11
226	co je prioritni doklad?	11
227	k cemu slouzi prioritni doklad?	11
228	osvedceni o zapisu	11
229	opis patentove listiny	11
230	je mozne se odvolat proti rozhodnuti uradu?	12
231	muzu se odvolat proti rozhodnuti uradu?	12
232	jaka je lhuta pro podani rozkladu?	12
233	jaky je postup, pokud nesouhlasim s rozhodnutim uradu?	12
234	lze proti rozhodnuti uradu podat rozklad?	12
235	je mozne proti rozhodnuti uradu podat rozklad?	12
236	muzu proti rozhodnuti uradu podat rozklad?	12
237	je mozne podat odvolani?	12
238	muzu se odvolat proti rozhodnuti uradu i po zmeskane lhute?	12
239	odvolani	12
240	rozklad	12
241	opravne rizeni proti rozhodnuti uradu	12
242	jak podat odvolani ?	12
243	jak podat rozklad?	12
244	co mam delat, pokud dojde k poruseni meho patentu ?	13
245	co muzu delat, pokud dojde k poruseni meho patentu ?	13
246	co mam delat, pokud dojde k poruseni meho prava?	13
247	co muzu delat, pokud dojde k poruseni meho prava?	13
248	jake jsou moznosti , pokud nekdo neopravnene zasahne do meho prumysloveho vlastnictvi?	13
249	co mam delat , pokud nekdo neopravnene zasahne do meho prumysloveho vlastnictvi?	13
250	jak postupovat, pokud nekdo neopravnene zasahne do meho prumysloveho vlastnictvi?	13
251	jake jsou moznosti , kdyz nekdo neopravnene zasahne do meho prumysloveho vlastnictvi?	13
252	co mam delat , kdyz nekdo neopravnene zasahne do meho prumysloveho vlastnictvi?	13
253	jak postupovat, kdyz nekdo neopravnene zasahne do meho prumysloveho vlastnictvi?	13
254	neopravneny zasah do prav	13
255	kdo muze vymahat prava z prumysloveho vlastnictvi?	13
256	kdo je opravnen vymahat prava z prumysloveho vlastnictvi?	13
257	kde mohu najit informace o vymahani prav?	13
258	kde najdu informace o vymahani prav?	13
259	na koho se mohu obratit, pri porusovani prav dusevniho vlastnictvi?	13
260	na koho se mam obratit, pri porusovani prav dusevniho vlastnictvi?	13
261	na koho se mohu obratit, pri poruseni prav dusevniho vlastnictvi?	13
262	na koho se mam obratit, pri poruseni prav dusevniho vlastnictvi?	13
263	kam se obratit pri porusovani prav z dusevniho vlastnictvi?	13
264	kam se obratit pri poruseni prav z dusevniho vlastnictvi?	13
265	vymahani prav	13
266	kdo muze pozadovat nahradu skody v pripade poruseni prumyslovych prav?	13
267	kdo je opravnen pozadovat nahradu skody v pripade poruseni prumyslovych prav?	13
268	nahrada skody	13
269	poruseni prav	13
270	poruseni prav z prumysloveho vlastnictvi	13
271	neopravneny zasah do prav z dusevniho vlastnictvi	13
272	muze urad rozhodnout o sporu tykajiciho se patentu ?	14
273	muze urad rozhodnout o sporu o patent?	14
274	muze urad rozhodnout o sporu ohledne patentu?	14
275	jak postupovat v pripade sporu o vyuziti patentu nebo uzitneho vzoru?	14
276	jak se postupuje v pripade sporu o vyuziti patentu nebo uzitneho vzoru?	14
277	spor o patent	14
278	spor v pripade patentu	14
279	spor o vyuziti patentu	14
280	spor o patentu	14
281	spor tykajici se patentu	14
282	spor o uzitny vzor	14
283	spor v pripade uzitneho vzoru	14
284	spor o vyuziti uzitneho vzoru	14
285	spor tykajici se uzitneho vzoru	14
286	co delat v pripade sporu o patent	14
287	jak postupovat v pripade sporu o patent	14
288	co delat uzitny vzor?	14
289	jak postupovat uzitny vzor?	14
290	jak muze urad pomoci ve sporu o patent ?	14
291	jak muze urad pomoci ve sporu o uzitny vzor ?	14
292	jak muze urad pomoci ve sporu tykajicim se patentu ?	14
293	jak muze urad pomoci ve sporu tykajicim se uzitneho vzoru ?	14
294	moznosti ve sporu	14
295	kde najdu informace o postupu v pripade sporu?	14
296	kde najit informace o postupu v pripade sporu?	14
297	spor	14
298	definice ochranne znamky?	15
299	co muze byt povazovano za ochrannou znamku?	15
300	co je ochranna znamka?	15
301	co je funkci ochranne znamky?	15
302	ochranna znamka	15
303	jake prvky mohou tvorit ochrannou znamku?	15
304	jake prvky tvori ochrannou znamku?	15
305	prvky ochranne znamky	15
306	"co se mysli terminem ""ochranna znamka""?"	15
307	k cemu slouzi ochranna znamka?	15
308	odliseni vyrobku a sluzeb od konkurence	15
309	existuji databaze se seznamem starsich ochrannych znamek?	16
310	kde najdu starsi ochranne znamky?	16
311	jak zacit, kdyz chci zapsat ochrannou znamku?	16
312	kde zacit, kdyz chci zapsat ochrannou znamku?	16
313	jak zacit, kdyz chci registrovat ochrannou znamku?	16
314	kde zacit, kdyz chci registrovat ochrannou znamku?	16
315	muzu si nechat provest resersi pred podanim prihlasky ochranne znamky?	16
316	muzu si objednat resersi ochranne znamky?	16
317	jakou urychlit resersi?	16
318	expresni reserse ochranne znamky	16
319	jakym zpusobem mohu objednat resersni sluzby uradu?	16
320	jak objednam resersi ochranne znamky?	16
321	poplatek za resersi ochranne znamky?	16
322	cenik resersnich sluzeb	16
323	cenik pro resersni sluzby uradu?	16
324	jaky je spravni poplatek za prijeti prihlasky ochranne znamky?	17
325	jake jsou naklady na registraci kolektivni ochranne znamky?	17
326	poplatek za podani prihlasky ochranne znamky	17
327	poplatky za podani prihlasky ochranne znamky	17
328	cenik za podani prihlasky ochranne znamky	17
329	jak mohu zaplatit spravni poplatek za podani prihlasky ochranne znamky?	17
330	jak lze zaplatit spravni poplatek za podani prihlasky ochranne znamky?	17
331	existuji nejake slevy na spravni poplatek pri elektronickem podani ochranne znamky?	17
332	poplatek za podani zadosti o obnovu platnosti ochranne znamky?	17
333	jak dlouho plati	17
334	je platna ochranna znamka?	17
335	jak mohu prodlouzit platnost ochranne znamky?	17
336	jak je mozne prodlouzit platnost ochranne znamky?	17
337	kde mohu najit databazi ochrannych znamek?	18
338	kde lze najit databazi ochrannych znamek?	18
339	ma urad verejne dostupnou databazi ochrannych znamek?	18
340	jakym zpusobem jak mohu prohledavat ochranne znamky?	18
341	kde najdu prehled ochrannych znamek?	18
342	jak zjistim , zda moje znacka je jiz registrovana?	18
343	jak  mohu zjistit, zda moje znacka je jiz registrovana?	18
344	jak zjistim , jestli moje znacka je jiz registrovana?	18
345	jak  mohu zjistit, jestli moje znacka je jiz registrovana?	18
346	jak zjistim , ze moje znacka je jiz registrovana?	18
347	jak  mohu zjistit, ze moje znacka je jiz registrovana?	18
348	kde mohu nalezt ochranne znamky evropske unie?	18
349	kde najdu ochranne znamky evropske unie?	18
350	kde jsou ochranne znamky evropske unie?	18
351	kde muzu najit ochranne znamky evropske unie?	18
352	jak se mohu podivat na ochranne znamky registrovane v zahranici?	18
353	kde se mohu podivat na ochranne znamky registrovane v zahranici?	18
354	jak  najdu ochranne znamky registrovane v zahranici?	18
355	kde najdu ochranne znamky registrovane v zahranici?	18
356	jak  najit ochranne znamky registrovane v zahranici?	18
357	kde najit ochranne znamky registrovane v zahranici?	18
358	zahranicni databaze ochrannych znamek	18
359	resersni databazi ochrannych znamek?	18
360	resersni databaze ochrannych znamek?	18
361	jake resersni sluzby ochrannych znamek poskytuje urad?	19
362	typy resersi ochrannych znamek provadi urad	19
363	jak podat zadost o resersi ochranne znamky u uradu?	19
364	jak dlouho trva zpracovani reserse ochranne znamky uradem?	19
365	jak objednat resersi ochranne znamky?	19
366	kolik stoji reserse ochranne znamky?	19
367	jaky je postup pro objednani pisemne reserse u uradu?	19
368	co jsou to historicke reserse ochrannych znamek?	19
369	co je reserse na slovni oznaceni?	19
370	co zahrnuje reserse na slovni oznaceni?	19
371	jak prihlasit mezinarodni ochranne znamky?	20
372	jak podat prihlasku mezinarodni ochranne znamky?	20
373	jak postupovat pri zapisu mezinarodni ochranne znamky?	20
374	kdo muze podat zadost o mezinarodni zapis ochranne znamky?	20
375	mezinarodni ochranna znamka	20
376	obnoveni mezinarodni ochranne znamky	20
377	kde muzu najit informace o mezinarodni ochranne znamce?	20
378	kde mohu najit informace o mezinarodni ochranne znamce?	20
379	kde najdu informace o mezinarodni ochranne znamce?	20
380	kde jsou informace o mezinarodni ochranne znamce?	20
381	jak funguje mezinarodni zapis ochrannych znamek?	20
382	co je protokol k madridske dohode ?	20
383	co je madrid?	20
384	kde prihlasit mezinarodni ochrannou znamku?	20
385	je mozne prihlasit ceskou ochrannou znamku jako mezinarodni?	20
386	doba ochrany mezinarodni ochranne znamky	20
387	kde muzu najit informace o prihlasovani ochrannych znamek eu ?	21
388	kde najdu informace o prihlasovani ochrannych znamek eu ?	21
389	kde jsou informace o prihlasovani ochrannych znamek eu ?	21
390	kde muzu najit informace o prihlasovani ochrannych znamek evropske unie?	21
391	kde najdu informace o prihlasovani ochrannych znamek evropske unie?	21
392	kde jsou informace o prihlasovani ochrannych znamek evropske unie?	21
393	informace ochrannych znamkach v eu	21
394	informace ochrannych znamkach v evropske unii	21
395	registrace evropskych ochrannych znamek eu	21
396	registrace evropskych ochrannych znamek evropske unie	21
397	prihlasovani ochrannych znamek eu	21
398	prihlasovani ochrannych znamek evropske unie	21
399	prihlaska ochranne znamky eu	21
400	registrace ochranne znamky eu	21
401	prihlaska ochranne znamky evropske unie	21
402	registrace ochranne znamky evropske unie	21
403	jak se lze dozvedet vice o ochrane dusevniho vlastnictvi v eu ?	21
404	jak se lze dozvedet vice o ochrane dusevniho vlastnictvi v evropske unii?	21
405	kde mohu najit pokyny k prihlaseni ochranne znamky v eu ?	21
406	kde najdu pokyny k prihlaseni ochranne znamky v eu ?	21
407	kde jsou pokyny k prihlaseni ochranne znamky v eu ?	21
408	kde mohu najit pokyny k prihlaseni ochranne znamky v evropske unii?	21
409	kde najdu pokyny k prihlaseni ochranne znamky v evropske unii?	21
410	kde jsou pokyny k prihlaseni ochranne znamky v evropske unii?	21
411	kdo poskytuje informace o prihlaseni ochrannych znamek v eu ?	21
412	kdo poskytuje informace o prihlaseni ochrannych znamek v evropske unii?	21
413	jak dlouho plati ochranna znamka?	22
414	podminky pro prodlouzeni platnosti ochranne znamky	22
415	jaky je proces pro prodlouzeni platnosti ochranne znamky?	22
416	jak postupovat pri prodlouzeni platnosti ochranne znamky?	22
417	jak podat zadost o prodlouzeni platnosti ochranne znamky?	22
418	jaka je delka ochrany ochranne znamky?	22
419	co je treba udelat k obnove platnosti ochranne znamky?	22
420	co mam udelat k obnove platnosti ochranne znamky?	22
421	delka ochrany ochranne znamky	22
422	platnost ochranne znamky	22
423	prodlouzeni zapisu ochranne znamky	22
424	obnova platnosti ochranne znamky	22
425	kde mohu najit informace o druzich ochrannych znamek?	23
426	kde najdu informace o druzich ochrannych znamek?	23
427	kde jsou informace o druzich ochrannych znamek?	23
428	druhy ochrannych znamek	23
429	formaty ochrannych znamek	23
430	kde mohu najit informace o formatech ochrannych znamek?	23
431	kde najdu informace o formatech ochrannych znamek?	23
432	kde jsou informace o formatech ochrannych znamek?	23
433	muzete mi poradit, kde najdu informace o ochrannych znamkach?	23
434	jak podat prihlasku ochranne znamky?	24
435	jak mam podat prihlasku ochranne znamky?	24
436	jak mohu podat prihlasku ochranne znamky?	24
437	jak muzu podat prihlasku ochranne znamky?	24
438	jak je mozne podat prihlasku ochranne znamky?	24
439	podani prihlasky ochranne znamky	24
440	jakym zpusobem podat prihlasku ochranne znamky?	24
441	jakym zpusobem mam podat prihlasku ochranne znamky?	24
442	jakym zpusobem mohu podat prihlasku ochranne znamky?	24
443	jakym zpusobem muzu podat prihlasku ochranne znamky?	24
444	jakym zpusobem je mozne podat prihlasku ochranne znamky?	24
445	kde lze najit formular prihlasky ochranne znamky?	24
446	kde mohu najit formular prihlasky ochranne znamky?	24
447	kde muzu najit formular prihlasky ochranne znamky?	24
448	snizeni poplatku pri podani prihlasky ochranne znamky elektronicky	24
449	sleva na poplatku pri podani prihlasky ochranne znamky elektronicky	24
450	prihlaska ochranne znamky	24
451	je mozne podani prihlasky ochranne znamky do datove schranky uradu?	24
452	zapis ochranne znamky	24
453	formular prihlasky ochranne znamky	24
454	jake jsou nalezitosti prihlasky ochranne znamky?	25
455	co musi obsahovat prihlaska ochranne znamky?	25
456	co by mela obsahovat prihlaska ochranne znamky?	25
457	co jsou soucasti prihlasky ochranne znamky?	25
458	jake informace jsou soucasti prihlasky ochranne znamky?	25
459	co  musi byt soucasti prihlasky ochranne znamky?	25
460	jake informace musi byt soucasti prihlasky ochranne znamky?	25
461	co je nutne mit v prihlasce ochranne znamky?	25
462	co je potreba mit v prihlasce ochranne znamky?	25
463	co je nutne  uvest v prihlasce ochranne znamky?	25
464	co je potreba uvest v prihlasce ochranne znamky?	25
465	co je nutne  vyplnit v prihlasce ochranne znamky?	25
466	co je potreba vyplnit v prihlasce ochranne znamky?	25
467	jake udaje musi byt vyplneny v prihlasce ochranne znamky?	25
468	jake udaje musi byt uvedeny v prihlasce ochranne znamky?	25
469	pozadavky na prihlasku ochranne znamky	25
470	co vse musim uvest v prihlasce ochranne znamky?	25
471	co vse musim vyplnit v prihlasce ochranne znamky?	25
472	co musi prihlaska ochranne znamky obsahovat?	25
473	co by mela prihlaska ochranne znamky obsahovat?	25
474	jakym zpusobem se ma vyplnit prihlaska ochranne znamky?	25
475	jakym zpusobem vyplnit prihlaska ochranne znamky?	25
476	jakym zpusobem se vyplnuje prihlaska ochranne znamky?	25
477	co vse je potreba pro podani prihlasky ochranne znamky?	25
478	co vse je nutne pro podani prihlasky ochranne znamky?	25
479	co vse se vyzaduje pro podani prihlasky ochranne znamky?	25
480	jaky je prubeh rizeni po podani prihlasky ochranne znamky?	26
481	jaky je prubeh rizeni pri podani prihlasky ochranne znamky?	26
482	pruzkum prihlasky ochranne znamky	26
483	prezkum prihlasky ochranne znamky	26
484	co se stane, pokud ma prihlaska ochranne znamky vady?	26
485	vady prihlasky ochranne znamky	26
486	vecny pruzkum prihlasky ochranne znamky	26
487	formalni pruzkum prihlasky ochranne znamky	26
488	vylouceni oznaceni ze zapisu do rejstriku	26
489	kdo muze podat prihlasku ochranne znamky?	26
490	kdo je opravnen podat prihlasku ochranne znamky?	26
491	jake kroky nasleduji po zverejneni prihlasky ochranne znamky ve vestniku?	26
492	co nasleduje po zverejneni prihlasky ochranne znamky ve vestniku?	26
493	co je zaslano vlastnik ochranne znamky po jejim zapisu?	26
494	jaky dokument je zaslano vlastnik ochranne znamky po jejim zapisu?	26
495	co  je zaslan vlastnik ochranne znamky po jejim zapisu?	26
496	jaky dokument je zaslan vlastnik ochranne znamky po jejim zapisu?	26
497	co  obdrzi vlastnik ochranne znamky po jejim zapisu?	26
498	jaky dokument obdrzi vlastnik ochranne znamky po jejim zapisu?	26
499	co  dostane vlastnik ochranne znamky po jejim zapisu?	26
500	jaky dokument dostane vlastnik ochranne znamky po jejim zapisu?	26
501	jaky je postup pro podani namitek proti registraci ochranne znamky do rejstriku ochrannych znamek?	27
502	jaky je postup pro podani namitek proti zapisu ochranne znamky do rejstriku ochrannych znamek?	27
503	kdo muze podat namitky proti zapisu oznaceni ochranne znamky do rejstriku?	27
504	kdo je opravnen podat namitky proti zapisu oznaceni ochranne znamky do rejstriku?	27
505	kdo ma pravo podat namitky proti zapisu oznaceni ochranne znamky do rejstriku?	27
506	kdo muze podat namitky proti registraci ochranne znamky do rejstriku?	27
507	kdo je opravnen podat namitky proti registraci ochranne znamky do rejstriku?	27
508	kdo ma pravo podat namitky proti registraci ochranne znamky do rejstriku?	27
509	jaka je lhuta pro podani namitek proti registraci ochranne znamky?	27
510	jakou lhutu mam pro podani namitek proti registraci ochranne znamky?	27
511	jaka je lhuta pro podani namitek proti zapisu onaceni ochranne znamky?	27
512	jakou lhutu mam pro podani namitek proti zapisu onaceni ochranne znamky?	27
513	namitky proti zapisu oznaceni ochranne znamky do rejstriku	27
514	namitky proti registraci ochranne znamky do rejstriku	27
515	namitky proti zapsane ochranne znamky do rejstriku	27
516	namitky proti zaregistrovane ochranne znamky do rejstriku	27
517	namitky proti prihlasenemu oznaceni ochranne znamky do rejstriku	27
518	jake jsou moznosti doplneni dukazu nebo rozsireni namitkovych duvodu v ramci lhuty pro podani namitek?	27
519	poplatek za podani namitek proti registraci ochranne znamky?	27
520	poplatek za podani namitek proti prihlasenemu oznaceni ochranne znamky?	27
521	jaka je lhuta pro podani namitek proti zapsane ochranne znamce?	27
522	jakou lhutu mam pro podani namitek proti zapsane ochranne znamce?	27
523	lhuta pro podani namitek proti zapsane ochranne znamce?	27
524	jaka je lhuta pro podani namitek proti zaregistrovane ochranne znamce?	27
525	jakou lhutu mam pro podani namitek proti zaregistrovane ochranne znamce?	27
526	lhuta pro podani namitek proti zaregistrovane ochranne znamce?	27
527	zruseni ochranne znamky	28
528	kdy je mozne podat navrh na zruseni ochranne znamky?	28
529	jak je mozne podat navrh na zruseni ochranne znamky?	28
530	jakym zpusobem je mozne podat navrh na zruseni ochranne znamky?	28
531	kdy  lze podat navrh na zruseni ochranne znamky?	28
532	jak  lze podat navrh na zruseni ochranne znamky?	28
533	jakym zpusobem lze podat navrh na zruseni ochranne znamky?	28
534	kdy  muzu podat navrh na zruseni ochranne znamky?	28
535	jak  muzu podat navrh na zruseni ochranne znamky?	28
536	jakym zpusobem muzu podat navrh na zruseni ochranne znamky?	28
537	duvody mohou ke zruseni ochranne znamky	28
538	co znamena, kdyz je ochranna znamka zrusena?	28
539	kdy muze byt ochranna znamka povazovana za neplatnou?	28
540	navrh na zruseni ochranne znamky	28
541	navrh na prohlaseni ochranne znamky za neplatnou	28
542	rozdil mezi zrusenim a neplatnosti ochranne znamky	28
