	question	answer
12	Chci zaregistrovat ochrannou známku do zahraničí.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
13	Mezinárodní ochranné známky.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
14	Kde najdu žádost k přihlášení do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
15	Jak najdu žádost k přihlášení do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
16	Žádost o mezinárodní zápis	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
17	přihlášku patentu.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
18	Formulář žádosti o mezinárodní zápis	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
19	přihlášku patentu.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
20	Jak přihlásit patent do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
21	Jak zaregistrovat patent do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
22	Jak přihlásit vynález do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
23	Jak zaregistrovat vynález do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
24	Chci přihlásit patent do zahraničí.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
25	Chci zaregistrovat patent do zahraničí.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
26	Chci přihlásit vynález do zahraničí.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
27	Chci zaregistrovat vynález do zahraničí.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
28	Mezinárodní patenty.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
29	Žádost o mezinárodní zápis	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
30	přihlášku užitného vzoru.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
31	Formulář žádosti o mezinárodní zápis	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
32	přihlášku užitného vzoru.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
33	Jak přihlásit užitný vzor do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
34	Jak zaregistrovat užitný vzor do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
35	Jak přihlásit užitný vzor do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
36	Jak zaregistrovat užitný vzor do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
37	Chci přihlásit užitný vzor do zahraničí.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
38	Chci zaregistrovat užitný vzor do zahraničí.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
39	Mezinárodní užitný vzor .	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
40	Mezinárodní užitné vzory.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
41	Žádost o mezinárodní zápis průmyslového vzoru.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
42	Žádost o mezinárodní přihlášku průmyslového vzoru.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
43	Formulář žádosti o mezinárodní zápis průmyslového vzoru.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
44	Formulář žádosti o mezinárodní přihlášku průmyslového vzoru.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
45	Jak přihlásit průmyslový vzor do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
46	Jak zaregistrovat průmyslový vzor do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
47	Jak zapsat průmyslový vzor do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
48	Jak přihlásit průmyslový vzor do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
49	Jak zaregistrovat průmyslový vzor do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
50	Jak zapsat průmyslový vzor do zahraničí?	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
51	Chci přihlásit průmyslový vzor do zahraničí.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
52	Chci zaregistrovat průmyslový vzor do zahraničí.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
53	Chci zapsat průmyslový vzor do zahraničí.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
54	Mezinárodní průmyslový vzor .	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
55	Mezinárodní průmyslové vzory.	Na stránkách Úřadu naleznete informace týkající se přihlašování do zahraničí, a to vždy v rámci sekce věnované jednotlivým průmyslovým právům, tj. patentům, užitným vzorům, průmyslovým vzorům, ochranným známkám a označením původu a zeměpisným označením.
56	Co chrání autorské právo?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
57	Na koho se vztahují práva související s autorským právem?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
58	Jak dlouho platí autorské právo?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
59	Je nutné autorské právo někde registrovat ?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
60	Je nutné autorské právo někde zapsat?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
61	Co je možné dělat s dílem bez autorova souhlasu?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
62	Co je považováno za legální užití autorského díla?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
63	Kdo má na starosti autorské právo v České republice?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
64	užití autorského díla	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
65	Jaká jsou omezení autorského práva?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
66	Co se stane, pokud někdo poruší autorské právo?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
67	Co se stane, když někdo poruší autorské právo?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
68	Kam se obrátit s dotazy k autorskému právu ?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
69	Kam se obrátit s dotazy k autorským právům?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
70	Co je možné bez souhlasu autora?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
71	Co můžu bez souhlasu autora?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
72	Co lze bez souhlasu autora?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
73	Mám autorské dílo registrovat?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
74	musím autorské dílo registrovat?	Autorské právo chrání výsledky lidské tvůrčí činnosti např. v oblasti literární, výtvarné, hudební, fotografické, architektonické, choreografické, patří sem i oblast  softvéru a počítačových her. Takzvaná práva související s právem autorským se vztahují také na interprety, překladatele, nahrávací společnosti, rozhlasové stanice, vydavatelství a další. Autorské právo vzniká okamžikem vzniku díla a platí po celý autorův život a ještě 70 let po jeho smrti. Není třeba jej nikde registrovat. Bez autorova souhlasu není možné dílo např. kopírovat, šířit, upravovat, vystavovat či půjčovat. Legální je pouze užívání díla pro osobní potřebu na nekomerční bázi. Autorské právo je v gesci ministerstva kultury české republiky.
