	answer	class
10	"dobre jmeno je u zapsane ochranne znamky vyjadrenim toho, ze verejnost tuto ochrannou znamku v dusledku jejiho uzivani zna a spojuje ji s dobrymi vlastnostmi, ktere od vyrobku nebo sluzeb takto oznacenych ocekava. to, ze je ochranna znamka znama siroke verejnosti, ze je spojovana v podvedomi spotrebitelu s tradicne dobrymi vlastnostmi vyrobku nebo urovni poskytovanych sluzeb, jsou skutecnosti, ze kterych vyplyva, ze ochranna znamka ma dobre jmeno. 

vybudovat si dobre jmeno lze jen radnym uzivanim ochranne znamky v souvislosti s vyrobky nebo sluzbami, na ktere se zapis ochranne znamky vztahuje. protoze jde o vlastnost ochranne znamky, kterou ji pripisuji spotrebitele, neni nemenna v case, a je nutno ji prokazovat v kazdem dalsim rizeni.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	10
11	"vseobecne znamou znamkou je takove oznaceni, ktere svou ochranu ziskalo nikoliv zapisem do rejstriku ochrannych znamek, ale ziskanim vseobecne znamosti v dusledku sveho uzivani. je to znamka natolik silna, ze se vzila pro vyrobky nebo sluzby sveho vlastnika v prislusnem okruhu verejnosti natolik, ze ma rozlisovaci zpusobilost, a to i presto, ze nebyla formalne zapsana do rejstriku ochrannych znamek. tuto skutecnost je rovnez treba prokazovat vzdy v konkretnim rizeni. jedna se o znamku nezapsanou pro uzemi statu, ve kterem je namitana, bez ohledu na to, zda je ci neni zapsana v jinem state.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	11
12	"mistni dosah nelze vykladat pouze ve smyslu uzemnim, tedy jako geografickou oblast kde bylo oznaceni uzivano, ale hlavne ve smyslu rozsahu uzivani nezapsaneho ci jineho oznaceni v obchodnim styku, co do jeho kvantity a kvality. jedna se napriklad o podil vyrobku nebo sluzeb opatrenych nezapsanym ci jinym oznacenim v danem segmentu trhu, o delku i aktivitu pusobeni na trhu, nebo o celkove ekonomicke postaveni nezapsaneho ci jineho oznaceni na trhu. prekonani mistniho dosahu lze konstatovat na zaklade relevantnich dokladu predlozenych v dostatecnem mnozstvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	12
13	"okruh osob opravnenych podat pripominky k zapisu prihlasovaneho oznaceni do rejstriku ochrannych znamek neni zakonem nijak omezen. muze je tedy podat kdokoliv.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	13
14	"kazdy muze do konce lhuty pro podani namitek podat uradu pripominky zalozene na duvodech dle ustanoveni 4 zakona o ochrannych znamkach. k pripominkam urad prihledne pri rozhodovani o zapisu ochranne znamky do rejstriku. osoba, ktera podala pripominky, se nestava ucastnikem rizeni o prihlasce pred uradem.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	14
15	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	15
16	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "	16
17	"pripominky k prihlasce ochranne znamky obsahuji:

    jmeno a prijmeni, adresu mista trvaleho pobytu;
    udaje o cisle spisu prihlasky vcetne udaju o totoznosti prihlasovatele;
    vecne oduvodneni pripominek;
    podpis.

pro podani pripominek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne . formular lze nalezt zde https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	17
18	"existuji dve moznosti jak docilit ukonceni zapisu ochranne znamky v rejstriku. zapsanou ochrannou znamku lze zrusit na navrh podany podle ustanoveni 31 zakona zakona o ochrannych znamkach, nebo prohlasit za neplatnou na zaklade navrhu uplatneneho podle ustanoveni 32 tehoz zakona.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	18
19	"zruseni ochranne znamky a neplatnost ochranne znamky se uplatnuji az po zapisu ochranne znamky do rejstriku. maji vsak rozdilne moznosti uplatneni, zduvodneni a predevsim ucinky. navrh na zruseni ochranne znamky je mozno vznest proti ochranne znamce, ktera neni radne uzivana, stala se oznacenim v obchode obvyklym, jeji uzivani muze vest ke klamani verejnosti nebo je na zaklade soudniho rozhodnuti jeji uziti nedovolenym souteznim jednanim. ochranna znamka pozbyva sve ucinky az po nabyti pravni moci rozhodnuti o jejim zruseni.

navrh na prohlaseni ochranne znamky za neplatnou se podava z duvodu vymezenych ustanovenim 32 zakona o ochrannych znamkach. navrh lze uplatnit na zaklade udajneho zapisu ochranne znamky v rozporu s ustanovenim 4 nebo 6 zmineneho zakona. navrh muze pripadne vznest osoba uvedena v ustanoveni 7 tehoz zakona, ktere vymezuje duvody podani namitek proti zapisu prihlasky ochranne znamky do rejstriku. prohlaseni ochranne znamky za neplatnou znamena, ze se na takovou ochrannou znamku hledi, jako by nikdy nebyla zapsana.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	19
20	"radne uzivani znamena, ze je ochranna znamka uzivana verejne a plni svou rozlisovaci funkci. rozumi se tim uzivani ochranne znamky v souladu s jeji zakladni funkci, kterou je zarucit identitu puvodu vyrobku nebo sluzeb, pro nez je zapsana. pri prokazovani uzivani urad posoudi zejmena rozsah a frekvenci uzivani ochranne znamky se zohlednenim povahy vyrobku nebo sluzeb a soucasne charakteristiky trhu, na kterem se vyskytuji. 

dukazem takoveho uzivani mohou byt objednavky, faktury, dodaci listy, katalogy, nabidkove listy, letaky ci jine reklamni materialy, medialni prezentace, doklady o sponzoringu medialne sledovanych udalosti. za radne uzivani nelze pokladat pouhe symbolicke uzivani, za ucelem udrzet prava z napadene ochranne znamky bez skutecneho umyslu napadenou ochrannou znamku v obchodnim styku uzivat.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	20
21	"patentove knihovny, mezi ktere patri urad a regionalni centra patentovych informaci, poskytuji ke studiu patentovou literaturu, tedy plne texty nebo casti textu narodnich a zahranicnich udelenych patentu, zverejnenych patentovych prihlasek, zapsanych uzitnych a prumyslovych vzoru, a take doprovodnou literaturu, tedy patentove a znamkove vestniky a tridniky. 

v soucasnosti jsou informace tohoto druhu k dispozici predevsim v elektronicke podobe prostrednictvim volne dostupnych resersnich databazi. knihovny nabizeji take provadeni patentovych a znamkovych resersi a pristupy do specializovanych komercnich databazi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. regionalni centra patentovych informaci zde: https://upv.gov.cz/informacni-zdroje/instituce/tuzemske#patlib."	21
22	"resersi lze ziskat na zaklade objednavky, kterou zaslete postou na adresu urad prumysloveho vlastnictvi, odbor patentovych informaci, antonina cermaka 2a, praha 6, e-mailem na adresu objednavky@upv.gov.cz, nebo do datove schranky: ix6aa38. objednavku lze take podat osobne na podatelne uradu. je mozne pozadat o resersi na vynalezy a uzitne vzory, na ochranne znamky, ci na prumyslove vzory. 

informace o poplatcich za reserse lze najit zde: https://upv.gov.cz/sluzby/informacni-sluzby/cenik-sluzeb

vice na https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby."	22
23	"na webovych strankach uradu je k dispozici volne pristupna narodni databaze ochrannych znamek, ktera obsahuje ochranne znamky platne v cr. k provadeni znamkovych resersi je mozne vyuzit take zahranicnich databazi.

vice na https://upv.gov.cz/informacni-zdroje/narodni-databaze. narodni databaze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. zahranicni databaze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-"	23
24	"narodni znamkova databaze obsahuje ochranne znamky prihlasene u uradu prumyslove vlastnictvi cr, mezinarodni ochranne znamky s designaci pro cr a eu a ochranne znamky evropske unie. databaze je aktualizovana denne. 

databaze obsahuje bibliograficka data o ochrannych znamkach a jejich prihlaskach, seznam vyrobku a sluzeb, informace o pravnim stavu, prehled polozek rizeni, vypis z rejstriku uradu, informace o prevodech a zmenach vlastniku ci udaje o publikaci ve vestniku uradu.

vice na https://upv.gov.cz/informacni-zdroje. narodni znamkova databaze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm"	24
25	"informace o aktualnim pravnim stavu na uzemi cr lze ziskat zdarma v databazich na strankach uradu nebo pozadanim o resersi na pravni stav - jedna se o placenou sluzbu. v pripade prumyslovych prav prihlasovanych v zahranici lze nektere informace nalezt ve volne dostupnych databazich prislusnych narodnich uradu. odkazy na zahranicni databaze najdete v detailnejsim prehledu databazi k jednotlivym prumyslovym pravum na webu uradu. zavazne informace o pravnim stavu poskytuji prislusne narodni patentove a znamkove urady.

urad na zaklade zadosti poskytuje oficialni vypisy z jim vedenych rejstriku patentu, uzitnych vzoru, prumyslovych vzoru, ochrannych znamek a oznaceni puvodu (zemepisnych oznaceni). vydani stejnopisu, opisu, vypisu z rejstriku, spisu, urednich listin a zaznamu je za kazdou i zapocatou stranku zpoplatneno dle zakona o spravnich poplatcich castkou 100 kc.

vice na https://upv.gov.cz/informacni-zdroje. databaze zde: https://upv.gov.cz/informacni-zdroje. zahranicni databaze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-. resersni sluzby zde https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. narodni patentove a znamkove urady zde: https://upv.gov.cz/informacni-zdroje/instituce/zahranicni"	25
26	"resersi v databazi ochrannych znamek platnych v ceske republice lze provest samostatne a zdarma na webovych strankach uradu. po otevreni databaze zadate dotaz do prislusneho vyhledavaciho pole. vyhledavat lze podle cisla prihlasky, cisla zapisu, zneni ochranne znamky, vlastnika nebo prihlasovatele a dalsich udaju. priklady vyhledavani pro jednotliva vyhledavaci pole lze nalezt v napovede. 

kliknutim na ikonu lupy se zobrazi detailni vypis ochranne znamky. vypis obsahuje bibliograficka data o ochrannych znamkach, seznam vyrobku a sluzeb, informace o pravnim stavu, prehled polozek rizeni, vypis z rejstriku uradu, informace o prevodech a zmenach vlastniku, udaje o publikaci ve vestniku uradu.

vice na https://upv.gov.cz/informacni-zdroje. databaze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. vestnik zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"	26
27	"pred podanim prihlasky kazdeho prumysloveho prava (ochranna znamka, vynalez, uzitny ci prumyslovy vzor, zemepisne oznaceni ci oznaceni puvodu) je vhodne si overit, zda predmet prumysloveho prava jiz neni registrovan na jineho vlastnika ci majitele, tak aby firma predesla pripadnym pravnim sporum pri jeho uziti a aby energie a financni prostredky vynalozila ucelne.

reserse je vhodne provest vzdy pred zahajenim noveho vyrobniho programu ci projektu, jehoz vysledkem bude inovace stavajiciho vyrobku ci nastaveni dalsiho smerovani vyvoje firmy. na zaklade vysledku reserse je mozne se rozhodnout, zda neni vhodnejsi uzavrit licencni smlouvu na predmetne prumyslove pravo a overit si jeho platnost.

dale je vhodne provest resersi pred zahajenim noveho vyzkumu, a to pak i v jeho prubehu, aby mel zadavatel k dispozici nejnovejsi informace v dane oblasti.

provedeni reserse muze firme pomoci i v pripade, ze bude upozornena, ze porusuje pravo jineho subjektu nebo take ke zjisteni, jakym smerem se ubira jeji konkurence.

urad prumysloveho vlastnictvi v ramci zvysovani konkurenceschopnosti ceskych firem nabizi monitoring stavu techniky - pravidelne zasilani novych patentu z urcite oblasti techniky. 

resersni sluzby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"	27
28	"zapis ochranne znamky plati 10 let ode dne podani prihlasky. pokud vlastnik ochranne znamky nepozada o obnovu zapisu, ochranna znamka zanikne. urad informuje vlastnika ochranne znamky o dni uplynuti doby platnosti zapisu, a to nejpozdeji 6 mesicu pred timto dnem.

zapis ochranne znamky se na zadost jejiho vlastnika obnovi, a to vzdy na dalsich 10 let. zadost o obnovu zapisu ochranne znamky se podava nejdrive ve lhute 12 mesicu pred skoncenim doby platnosti, avsak nejpozdeji v den skonceni doby platnosti. lhutu k podani zadosti o obnovu zapisu nelze prodlouzit a jeji zmeskani nelze prominout. zadost o obnovu zapisu lze podat nejpozdeji v dodatecne lhute 6 mesicu po uplynuti doby platnosti. 

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. formular zadosti o obnovu nebo prodlouzeni platnosti lze ziskat zde: https://upv.gov.cz/prumyslova-prava/formulare"	28
29	"prihlasku ochranne znamky je mozne podat v elektronicke podobe, postou nebo osobne v podatelne uradu prumysloveho vlastnictvi na prislusnem formulari, ktery rovnez obsahuje podrobne pokyny pro jeho vyplnovani, vcetne zpusobu placeni spravniho poplatku. pri zasilani prihlasky elektronickou cestou je dulezite seznamit se s formaty jednotlivych druhu ochrannych znamek, ktere jsou uradem akceptovany.

zadost o mezinarodni zapis ochranne znamky lze podat soucasne s narodni prihlaskou nebo i po jejim zapisu do rejstriku. formular a dalsi informace muzete take obdrzet v informacnim stredisku uradu.

formulare je mozne stahnout zde: https://upv.gov.cz/prumyslova-prava/formulare. informacni stredisko uradu zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko"	29
30	"prihlasovaci spravni poplatek v pripade narodni prihlasky ochranne znamky cini 5.000 kc pro 3 tridy vyrobku a sluzeb, pro kazdou dalsi tridu dalsich 500 kc. 

v pripade zadosti o mezinarodni zapis ochranne znamky cini spravni poplatek pro rizeni pred uradem 2.500 kc. 

spravni poplatky je mozne uhradit prevodem z uctu na ucet uradu (3711-21526001/0710), slozenkou nebo v hotovosti v pokladne uradu. kolkovymi znamkami lze uhradit spravni poplatek jen do vyse 5.000 kc.

tridniky zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky. informace o mezinarodnich ochrannych znamkach zde: https://upv.gov.cz/prumyslova-prava/ochranne-znamky/mezinarodni-ochranna-znamka. informacni stredisko uradu zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko"	30
31	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"	31
32	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."	32
33	"ocenovani prumyslovych prav nespada do kompetence uradu prumysloveho vlastnictvi. tuto cinnost provadeji soudni znalci z oboru prumyslovych prav. rejstrik soudnich znalcu vede kazdy soud, informace lze rovnez ziskat na internetovych strankach ministerstva spravedlnosti cr pod heslem evidence znalcu, tlumocniku a znaleckych ustavu. zde je mozno vyhledat konkretniho znalce z pozadovane zemepisne oblasti cr.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. ministerstvo spravedlnosti zde: https://www.justice.cz/"	33
34	"po prijeti zadosti o zapis prevodu urad bez zbytecneho odkladu uvedomi smluvni strany prevodu o zahajeni rizeni o zapisu prevodu. pote urad vycka primerenou dobu (obvykle 1 mesic) a kdyz neobdrzi relevantni vytku tykajici se prevodu (zejmena od druhe smluvni strany prevodu, ktera neiniciovala rizeni)  je prevod zaregistrovan.

krome splneni zakonne povinnosti pristoupil urad k teto praxi tez s ohledem na upevneni pravni jistoty obou zucastnenych stran prevodu. duvodem byla tez snaha zamezit spekulativnim prevodum a chranit tak opravnene zajmy vlastniku prumyslovych prav.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	34
