	question	class
192	je mozne rozsirit namitku	8
193	obdrzeni namitky	9
194	co delat kdyz dostanu namitku	9
195	co delat kdyz obdrzim namitku	9
196	jak postupovat kdyz dostanu namitku	9
197	jak postupovat kdyz obdrzim namitku	9
198	jak postupovat pri obdrzeni namitky	9
199	dostal jsme namitky, co mam delat	9
200	dostala jsme namitky, co mam delat	9
201	dostali jsme namitky, co mam delat	9
202	dostal jsme namitky, co mame delat	9
203	dostala jsme namitky, co mame delat	9
204	dostali jsme namitky, co mame delat	9
205	dostal jsme namitky, jak postupovat	9
206	dostala jsme namitky, jak postupovat	9
207	dostali jsme namitky, jak postupovat	9
208	dostal jsme namitky, co bude nasledovat	9
209	dostala jsme namitky, co bude nasledovat	9
210	dostali jsme namitky, co bude nasledovat	9
211	ochranna znamka	10
212	ochranna znamka s dobrym jmenem	10
213	dobre jmeno	10
214	renome	10
215	co je ochranna znamka s dobrym jmenem	10
216	co je ochranna znamka s dobrou povesti	10
217	co je ochranna znamka s renome	10
218	co znamena dobrym jmenem	10
219	co znamena dobrou povesti	10
220	co znamena renome	10
221	definice ochranne znamky s dobrym jmenem	10
222	definice ochranne znamky s dobrou povesti	10
223	definice ochranne znamky s renome	10
224	vseobecne znama znamka	11
225	co je vseobecne znama znamka	11
226	co znamena vseoobecne znama znamka	11
227	definice vseobecne zname znamky	11
228	mistni dosah	12
229	co je mistni dosah	12
230	co znamena mistni dosah	12
231	co je mistni dosah nezapsaneho ci jineho oznaceni	12
232	co znamena mistni dosah nezapsaneho ci jineho oznaceni	12
233	definice mistniho dosahu	12
234	jaka je definice mistniho dosahu	12
235	pripominky	13
236	pripominka	13
237	kdo muze podat pripominky	13
238	jake jsou opravnene osoby k podani pripominek	13
239	muzu podat pripominku	13
240	muzu podat pripominky	13
241	lhuta k podani pripominek	14
242	lhuta pripominky	14
243	jaka je lhuta k podani pripominek	14
244	do kdy muzu  podat proipominky	14
245	do kdy lze podat proipominky	14
246	poplatek namitky	15
247	poplatek namitka	15
248	poplatek pripominka	15
249	poplatek pripominky	15
250	spravni poplatek namitky	15
251	spravni poplatek namitka	15
252	spravni poplatek pripominka	15
253	spravni poplatek pripominky	15
254	jaky je spravni poplatek za namitky	15
255	jaky je spravni poplatek za namitku	15
256	jaky je spravni poplatek za pripominku	15
257	jaky je spravni poplatek za pripominky	15
258	vyse spravniho poplatku za namitky	15
259	vyse spravniho poplatku za namitku	15
260	vyse spravniho poplatku za pripominku	15
261	vyse spravniho poplatku za pripominky	15
262	jaka je vyse spravniho poplatku za namitky	15
263	jaka je vyse spravniho poplatku za namitku	15
264	jaka je vyse spravniho poplatku za pripominku	15
265	jaka je vyse spravniho poplatku za pripominky	15
266	podani namitky	16
267	podani namitek	16
268	formular namitky	16
269	formular namitek	16
270	kde najdu formular namitky	16
271	kde najdu formular namitek	16
272	jak podat namitku	16
273	jak podat namitky	16
274	co obsahuje formular namitky	16
275	co musi obsahovat namitka	16
276	co musi obsahovat namitky	16
277	podani pripominky	17
278	formular pripominky	17
279	kde najdu formular pripominky	17
280	jak podat pripominky	17
281	co obsahuje formular pripominky	17
282	co musi obsahovat pripominky	17
283	vymaz	18
284	vymaz ochranne znamky	18
285	vymaz zaregistrovane ochranne znamky	18
286	je mozny vymaz ochranne znamky	18
287	jak dosahnout vymazu ochranne znamky	18
288	zruseni ochranne znamky	19
289	neplatnost ochranne znamky	19
290	zneplatneni ochranne znamky	19
291	jaky je rozdil mezi zrusenim ochranne znamky a prohlasenim ochranne znamky za neplatnou	19
292	co znamena zruseni ochranne znamky	19
293	co znamena zneplatneni ochranne znamky	19
294	radne uzivani ochranne znamky	20
295	co je radne uzivani ochranne znamky	20
296	co znamena radne uzivani ochranne znamky	20
297	definice pojmu radne uzivani ochranne znamky	20
298	patentove knihovny	21
299	patentova knihovna	21
300	co je patentova knihovna	21
301	jake informace poskytuje patentova knihovna	21
302	jake informace poskytuji patentova knihovna	21
303	jake informace poskytuje  patentove knihovny	21
304	jake informace poskytuji patentove knihovny	21
305	co najdu v patentove knihovne	21
306	jake informace dohledam v patentove knihovne	21
307	jake existuji patentove knihovny	21
308	reserse	22
309	jak ziskam resersi	22
310	objednat resersi	22
311	jak objednam resersi	22
312	nabizite reserse	22
313	muzu ziskat resersi	22
314	kde ziskam resersi	22
315	kde objednam resersi	22
316	je mozne objednat resersi	22
317	poskytujete reserse	22
318	databaze ochrannych znamek	23
319	kde vyhledam informace o zaregistrovane ochranne znamce existuje databaze ochrannych znamek	23
320	kde vyhledam informace o zaregistrovanych ochranne znamce existuje databaze ochrannych znamek	23
321	kde vyhledam informace o zaregistrovane  ochrannych znamkach existuje databaze ochrannych znamek	23
322	kde vyhledam informace o zaregistrovanych ochrannych znamkach existuje databaze ochrannych znamek	23
323	kde najdu databazi ochranych znamek	23
324	jak zjistim jeslti je ochranna znamka zaregistrovana	23
325	jak dohledat ochrannou znamku	23
326	kde dohledat ochrannou znamku	23
327	rekni mi kde najdu informace o zaregistrovane ochranne znamce	23
328	rekni mi kde najdu informace o zaregistrovanych ochranne znamce	23
329	rekni mi kde najdu informace o zaregistrovane  ochrannych znamkach	23
330	rekni mi kde najdu informace o zaregistrovanych ochrannych znamkach	23
331	rekni mi jestli existuje databaze ochrannych znamek	23
332	rekni mi jak dohledam ochrannou znamku	23
333	rekni mi kde dohledam ochrannou znamku	23
334	narodni znamkova databaze	24
335	co obsahuje narodni znamkova databaze	24
336	jake informace poskytuje narodni znamkova databaze	24
337	co najdu v narodni znamkove databazi	24
338	jak casto je databaza aktualizovana	24
339	jak casto je narodni znamkova databaze aktualizovana	24
340	aktualizace databaze	24
341	aktualizace narodni znamkove databaze	24
342	aktualni stav patentu	25
343	aktualni stav ochranne znamky	25
344	aktualni stav ochrannych znamek	25
345	aktualni stav prumyslovych vzoru	25
346	aktualni stav uzitnych vzoru	25
347	aktualni stav oznaceni puvodu	25
348	aktualni stav zemepisnych oznaceni	25
349	jak ziskat informace o aktualnim pravnim stavu patentu	25
350	kde ziskat informace o aktualnim pravnim stavu patentu	25
351	jak ziskat informace o aktualnim pravnim stavu ochranne znamky	25
352	kde ziskat informace o aktualnim pravnim stavu ochranne znamky	25
353	jak ziskat informace o aktualnim pravnim stavu ochrannych znamek	25
354	kde ziskat informace o aktualnim pravnim stavu ochrannych znamek	25
355	jak ziskat informace o aktualnim pravnim stavu prumyslovych vzoru	25
356	kde ziskat informace o aktualnim pravnim stavu prumyslovych vzoru	25
357	jak ziskat informace o aktualnim pravnim stavu uzitnych vzoru	25
358	kde ziskat informace o aktualnim pravnim stavu uzitnych vzoru	25
359	jak ziskat informace o aktualnim pravnim stavu oznaceni puvodu	25
360	kde ziskat informace o aktualnim pravnim stavu oznaceni puvodu	25
361	jak ziskat informace o aktualnim pravnim stavu zemepisnych oznaceni	25
362	kde ziskat informace o aktualnim pravnim stavu zemepisnych oznaceni	25
363	jak overim aktualni pravni stav patentu	25
364	jak overim aktualni pravni stav ochranne znamky	25
365	jak overim aktualni pravni stav ochrannych znamek	25
366	jak overim aktualni pravni stav prumyslovych vzoru	25
367	jak overim aktualni pravni stav uzitnych vzoru	25
368	jak overim aktualni pravni stav oznaceni puvodu	25
369	jak overim aktualni pravni stav zemepisnych oznaceni	25
370	kde najdu informace o patentu	25
371	kde najdu informace o ochranne znamce	25
372	kde najdu informace o ochrannych znamkych	25
373	kde najdu informace o prumyslovych vzorech	25
374	kde najdu informace o uzitnych vzorech	25
375	kde najdu informace o oznaceni puvodu	25
376	kde najdu informace o zemepisnem oznaceni	25
377	reserse v databazi ochrannych znamek	26
378	jak uskutecnit resersi v databazi ochrannych znamek	26
379	jak vyhledavat data v databazi ochrannych znamek	26
380	vyhledavani dat v databazi ochrannych znamek	26
381	vyhledavani informaci v databazi ochrannych znamek	26
382	kde najdu databazi ochrannych znamek	26
383	prinos reserse	27
384	vhodnost reserse	27
385	vyhody reserse	27
386	prinos prumyslovepravni reserse	27
387	vhodnost prumyslovepravni reserse	27
388	vyhody prumyslovepravni reserse	27
389	jake vyhody ziskam z prumyslovepravni reserse	27
390	proc udelat prumyslovepravni resersi	27
391	proc uskutecnit objednat prumyslovepravni resersi	27
392	co jako firma ziskam pri provedeni prumyslovepravni reserse	27
393	co jako spolecnost ziskam pri provedeni prumyslovepravni reserse	27
394	co jako ico ziskam pri provedeni prumyslovepravni reserse	27
395	jake vyhody ziska firma z provedeni prumyslovepravni reserse	27
396	jake vyhody ziska spolecnost z provedeni prumyslovepravni reserse	27
397	jake vyhody ziska ico z provedeni prumyslovepravni reserse	27
398	obnova ochranne znamky	28
399	prodlouzeni platnosti ochranne znamky	28
400	zadost o obnovu zapisu ochranne znamky	28
401	jak prodlouzit platnost ochranne znamky	28
402	forrmular na obnovu zapisu ochranne znamky	28
403	jak prodlouzit ochrannou znamku	28
404	kdy prodlouzit ochrannou znamku	28
405	formular prihlasovani ochranne znamky	29
406	formular registrace ochranne znamky	29
407	formular ochranne znamky	29
408	zadost o mezinarodni zapis ochranne znamky	29
409	formulare zadosti o mezinarodni zapis ochranne znamky	29
410	kde najdu formular k prihlasovani ochranne znamky	29
411	kde najdu formular k registraci ochranne znamky	29
412	kde je formular k prihlasovani ochranne znamky	29
413	jak prihlasit ochrannou znamku	29
414	jak zaregistrovat ochrannou znamku	29
415	jak zaregistrovat ochrannou znamku do zahranici	29
416	jaky formular pouziju pri registraci ochranne znamky v zahranici	29
417	chci zaregistrovat ochrannou znamku do zahranici	29
418	mezinarodni ochranne znamky	29
419	kolik stoji prihlaseni ochranne znamky	30
420	kolik stoji registrace ochranne znamky	30
421	jaky je spravni poplatek k prihlaseni ochranne znamky	30
422	jaky je spravni poplatek k registraci ochranne znamky	30
423	vyse poplatku k registraci	30
424	vyse poplatku k prihlaseni ochranne znamky	30
425	rekni mi jak prihlasit ochrannou znamku	30
426	rekni mi jak zaregistrovat ochrannou znamku	30
427	rekni mi kolik stoji prihlaseni ochranne znamky	30
428	rekni mi jaka je vyse poplatku za registraci ochranne znamky	30
429	rekni mi jaka je vyse poplatku za prihlaseni ochranne znamky	30
430	rekni mi jak zaregistruju ochrannou znamku do zahranici	30
431	vyrobky a sluzby v prihlasce ochranne znamky	31
432	vyrobky a sluzby v formulari ochranne znamky	31
433	vyrobky a sluzby v pri registraci ochranne znamky	31
434	trideni vyrobku a sluzeb v prihlasce ochranne znamky	31
435	trideni vyrobku a sluzeb v formulari ochranne znamky	31
436	trideni vyrobku a sluzeb v pri registraci ochranne znamky	31
437	jakym zpusobem se zatriduji vyrobky a sluzby, ktere je nutne uvest v prihlasce ochranne znamky k zapisu do rejstriku ochrannych znamek	31
438	jak vybrat tridu vyrobku ve formulari ochranne znamky	31
439	jak vybrat tridu sluzby ve formulari ochranne znamky	31
440	jak vybrat tridu vyrobku  pri registraci ochranne znamky	31
441	jak vybrat tridu sluzby pri registraci ochranne znamky	31
442	jak vybrat tridu vyrobku  v prihlasce ochranne znamky	31
443	jak vybrat tridu sluzby v prihlasce ochranne znamky	31
444	(R)	32
445	tm	32
446	symboly (C)	32
447	symboly tm	32
448	nutnost uvadeni symbolu (C)	32
449	povinnost uvadeni symbolu (C)	32
450	nutnost uvadeni symbolu tm	32
451	povinnost uvadeni symbolu tm	32
452	je povinne uvadeni symbolu (C)	32
453	je povinne uvadeni symbolu tm	32
454	musim uvadet (C)	32
455	musim uvadet tm	32
456	musim uvadet symbol (C)	32
457	musim uvadet symbol tm	32
458	co znamena symbol (C)	32
459	co znamena znak (C)	32
460	co znamena symbol  tm	32
461	co znamena znak tm	32
462	ocenovani prumyslovych prav	33
463	ocenovani patentu	33
464	ocenovani vynalezu	33
465	ocenovani uzitnych vzoru	33
466	ocenovani prumyslovych vzoru	33
467	ocenovani ochrannych znamek	33
468	jak se provadi ocenovani prumyslovych prav	33
469	jak se provadi ocenovani patentu	33
470	jak se provadi ocenovani vynalezu	33
471	jak se provadi ocenovani uzitnych vzoru	33
472	jak se provadi ocenovani prumyslovych vzoru	33
473	jak se provadi ocenovani ochrannych znamek	33
474	jaky je postup pri ocenovani prumyslovych prav	33
475	jaky je postup pri ocenovani patentu	33
476	jaky je postup pri ocenovani vynalezu	33
477	jaky je postup pri ocenovani uzitnych vzoru	33
478	jaky je postup pri ocenovani prumyslovych vzoru	33
479	jaky je postup pri ocenovani ochrannych znamek	33
480	kdo provadi ocenovani prumyslovych prav	33
481	kdo provadi ocenovani patentu	33
482	kdo provadi ocenovani vynalezu	33
483	kdo provadi ocenovani uzitnych vzoru	33
484	kdo provadi ocenovani prumyslovych vzoru	33
485	kdo provadi ocenovani ochrannych znamek	33
486	co je ocenovani prumyslovych prav	33
487	co je ocenovani patentu	33
488	co je ocenovani vynalezu	33
489	co je ocenovani uzitnych vzoru	33
490	co je ocenovani prumyslovych vzoru	33
491	co je ocenovani ochrannych znamek	33
492	jak urad podava informaci o zahajeni rizeni o zapisu prevodu ochranne znamky	34
493	jak urad podava informaci o zahajeni rizeni o zapisu prevodu patentu	34
494	jak urad podava informaci o zahajeni rizeni o zapisu prevodu prumysloveho vzoru	34
495	jak urad podava informaci o zahajeni rizeni o zapisu prevodu uzitneho vzoru	34
496	jak ziskam informaci o zapisu prevodu ochranne znamky	34
497	jak ziskam informaci o zapisu prevodu patentu	34
498	jak ziskam informaci o zapisu prevodu prumysloveho vzoru	34
499	jak ziskam informaci o zapisu prevodu uzitneho vzoru	34
500	jakym zpusobem ziskam informaci o zapisu prevodu ochranne znamky	34
501	jakym zpusobem ziskam informaci o zapisu prevodu patentu	34
502	jakym zpusobem ziskam informaci o zapisu prevodu prumysloveho vzoru	34
503	jakym zpusobem ziskam informaci o zapisu prevodu uzitneho vzoru	34
504	zadost o zapis prevodu	35
505	zadost o zapis licence	35
506	zadost o zapis zastavy	35
507	jakou formu maji mit doklady k zadostem o zapis prevodu	35
508	jakou formu maji mit dokumenty k zadostem o zapis prevodu	35
509	jakou formu maji mit doklady k zadostem o zapis licence	35
510	jakou formu maji mit dokumenty k zadostem o zapis licence	35
511	jakou formu maji mit doklady k zadostem o zapis zastavy	35
512	jakou formu maji mit dokumenty k zadostem o zapis zastavy	35
513	prezidialni plna moc	36
514	co je to prezidialni plna moc	36
515	jakym zpusobem je prezidialni plna moc evidovana u uradu	36
516	jake jsou nalezitosti prezidialni plne moci	36
517	nahlizeni do spravniho spisu	37
518	za jakych podminek lze nahlizet do spravniho spisu	37
519	jake jsou podminky nahlizeni do spravniho spisu	37
520	muzu nahlizet do spravniho spisu	37
521	obnova	38
522	prodlouzeni platnosti	38
523	udrzovaci poplatky	38
524	jak pozadat o obnovu nebo prodlouzeni platnosti u ochrannych znamek	38
525	jak pozadat o obnovu nebo prodlouzeni platnosti u uzitnych vzoru	38
526	jak pozadat o obnovu nebo prodlouzeni platnosti u prumyslovych vzoru	38
527	jak postupovat pri placeni udrzovacich poplatku u patentu	38
528	vypis z rejstriku	39
529	kdo muze pozadat o vypis z rejstriku	39
530	kdo si muze zazadat o vypis z rejstriku	39
531	opis	40
532	opis listiny	40
533	komu muze byt vydan opis listiny vydane uradem	40
534	muzu pozadat o opis listiny	40
535	doklad o zaplaceni	41
536	jak ziskat doklad do ucetnictvi o zaplaceni za prihlasku vynalezu nebo za uhrazeni udrzovacich poplatku	41
537	kde ziskam doklad o zaplaceni	41
538	jak ziskam doklad o zaplaceni	41
539	jaka je platnost ochranne znamky	42
540	zajima me platnost ochranne znamky	42
541	muze prihlasku ochranne znamky podat fyzicka osoba	43
542	je mozne podat prihlasku ochranne znamky jako fyzicka osoba	43
543	vymaz ochranne znamky vlastnikem	44
544	jaky je postup pri vymazu ochranne znamky z rejstriku jejim vlastnikem	44
545	jak postupovat pri vymazu ochranne znamky z rejstriku jejim vlastnikem	44
546	zmena zneni nebo vzhledu zapsane ochranne znamky	45
547	je mozna zmena zneni nebo vzhledu zapsane ochranne znamky	45
548	zmena vlastnika ochranne znamky	46
549	jak zmenit vlastnika ochranne znamky	46
550	jakym zpusobem zmenit vlastnika ochranne znamky	46
551	web jako ochranna znamka	47
552	webova stranka jako ochranna znamka	47
553	je mozne nazev webu ochranit jako ochrannou znamku	47
554	je mozne nazev webovych stranek ochranit jako ochrannou znamku	47
555	muzu zaregistrovat nazev webu jako ochrannou znamku	47
556	muzu zaregistrovat nazev webovych stranek jako ochrannou znamku	47
557	doba rizeni narodni prihlasky ochranne znamky	48
558	v jakem casovem horizontu po registraci ochranne znamky dojde k jejim zapisu do registru	48
559	za jak dlouho bude narodni ochranna znamka zaregistrovana	48
560	uplynuti doby platnosti zapisu ochranne znamky	49
561	upozornuje urad na uplynuti doby platnosti zapisu ochranne znamky	49
